sequence	start_position_windows	nb_GC	nb_ACGT	nb_MRWSYK	nb_N	GCrate	Nrate	MRWSYKrate
Sc0000277	340000	3372	0	9843	157	0.34257848217007	0.0157	0
Sc0000277	350000	3066	0	9167	833	0.334460565070361	0.0833	0
Sc0000277	360000	3475	0	10000	0	0.3475	0	0
Sc0000277	370000	3477	0	10000	0	0.3477	0	0
Sc0000277	380000	3380	0	10000	0	0.338	0	0
Sc0000277	390000	3513	0	10000	0	0.3513	0	0
Sc0000277	400000	3429	0	10000	0	0.3429	0	0
Sc0000277	410000	3686	0	9999	1	0.368636863686369	0.0001	0
Sc0000277	420000	3867	0	10000	0	0.3867	0	0
Sc0000277	430000	4251	0	10000	0	0.4251	0	0
Sc0000277	440000	3382	0	10000	0	0.3382	0	0
Sc0000277	450000	4619	0	9355	645	0.493746659540353	0.0645	0
Sc0000277	460000	3222	0	9999	1	0.322232223222322	0.0001	0
Sc0000277	470000	3849	0	10000	0	0.3849	0	0
Sc0000277	480000	3398	0	10000	0	0.3398	0	0
Sc0000277	490000	3457	0	10000	0	0.3457	0	0
Sc0000277	500000	3207	0	10000	0	0.3207	0	0
Sc0000277	510000	4210	0	10000	0	0.421	0	0
Sc0000277	520000	4270	0	10000	0	0.427	0	0
Sc0000277	530000	3484	0	9999	1	0.348434843484348	0.0001	0
Sc0000277	540000	2379	0	7647	2353	0.311102393095331	0.2353	0
Sc0000277	550000	3080	0	10000	0	0.308	0	0
Sc0000277	560000	4058	0	10000	0	0.4058	0	0
Sc0000277	570000	4093	0	10000	0	0.4093	0	0
Sc0000277	580000	3037	0	7724	2276	0.393190056965303	0.2276	0
Sc0000277	590000	3366	0	10000	0	0.3366	0	0
Sc0000277	600000	3013	0	7834	2166	0.384605565483789	0.2166	0
Sc0000277	610000	3694	0	10000	0	0.3694	0	0
Sc0000277	620000	3485	0	10000	0	0.3485	0	0
Sc0000277	630000	2517	0	8355	1645	0.301256732495512	0.1645	0
Sc0000277	640000	3885	0	9255	745	0.419773095623987	0.0745	0
Sc0000277	650000	3739	0	9951	49	0.375741131544568	0.0049	0
Sc0000277	660000	2962	0	9765	235	0.303328213005632	0.0235	0
Sc0000277	670000	3250	0	9999	1	0.325032503250325	0.0001	0
Sc0000277	680000	3324	0	10000	0	0.3324	0	0
Sc0000277	690000	3520	0	10000	0	0.352	0	0
Sc0000277	700000	3644	0	10000	0	0.3644	0	0
Sc0000277	710000	3137	0	10000	0	0.3137	0	0
Sc0000277	720000	2635	0	7840	2160	0.33609693877551	0.216	0
Sc0000277	730000	3336	0	9999	1	0.333633363336334	0.0001	0
Sc0000277	740000	3512	0	10000	0	0.3512	0	0
Sc0000277	750000	3608	0	10000	0	0.3608	0	0
Sc0000277	760000	2978	0	9998	2	0.297859571914383	0.0002	0
Sc0000277	770000	3328	0	9999	1	0.332833283328333	0.0001	0
Sc0000277	780000	3446	0	10000	0	0.3446	0	0
Sc0000277	790000	2928	0	9005	995	0.325152692948362	0.0995	0
Sc0000277	800000	3430	0	10000	0	0.343	0	0
Sc0000277	810000	3189	0	9999	1	0.318931893189319	0.0001	0
Sc0000277	820000	3219	0	9246	754	0.348150551589877	0.0754	0
Sc0000277	830000	3452	0	10000	0	0.3452	0	0
Sc0000277	840000	4024	0	10000	0	0.4024	0	0
Sc0000277	850000	3718	0	10000	0	0.3718	0	0
Sc0000277	860000	3764	0	10000	0	0.3764	0	0
Sc0000277	870000	3702	0	10000	0	0.3702	0	0
Sc0000277	880000	4118	0	10000	0	0.4118	0	0
Sc0000277	890000	3351	0	10000	0	0.3351	0	0
Sc0000277	900000	3207	0	9841	159	0.325881516106087	0.0159	0
Sc0000277	910000	3460	0	10000	0	0.346	0	0
Sc0000277	920000	3437	0	10000	0	0.3437	0	0
Sc0000277	930000	3288	0	10000	0	0.3288	0	0
Sc0000277	940000	3247	0	8887	1113	0.36536514009227	0.1113	0
Sc0000277	950000	3456	0	9999	1	0.345634563456346	0.0001	0
Sc0000277	960000	3791	0	10000	0	0.3791	0	0
Sc0000277	970000	3899	0	10000	0	0.3899	0	0
Sc0000277	980000	4064	0	10000	0	0.4064	0	0
Sc0000277	990000	3248	0	9999	1	0.324832483248325	0.0001	0
Sc0000278	0	3248	0	10000	0	0.3248	0	0
Sc0000278	10000	3275	0	10000	0	0.3275	0	0
Sc0000278	20000	3928	0	10000	0	0.3928	0	0
Sc0000278	30000	3646	0	10000	0	0.3646	0	0
Sc0000278	40000	3521	0	10000	0	0.3521	0	0
Sc0000278	50000	3527	0	10000	0	0.3527	0	0
Sc0000278	60000	3545	0	10000	0	0.3545	0	0
Sc0000278	70000	3260	0	10000	0	0.326	0	0
Sc0000278	80000	3367	0	9979	21	0.337408557971741	0.0021	0
Sc0000278	90000	3705	0	9982	18	0.371168102584652	0.0018	0
Sc0000278	100000	3404	0	10000	0	0.3404	0	0
Sc0000278	110000	4309	0	10000	0	0.4309	0	0
Sc0000278	120000	3914	0	10000	0	0.3914	0	0
Sc0000278	130000	3553	0	9998	2	0.355371074214843	0.0002	0
Sc0000278	140000	4013	0	10000	0	0.4013	0	0
Sc0000278	150000	3515	0	10000	0	0.3515	0	0
Sc0000278	160000	3335	0	10000	0	0.3335	0	0
Sc0000278	170000	3703	0	10000	0	0.3703	0	0
Sc0000278	180000	2877	0	7887	2113	0.364777481932294	0.2113	0
Sc0000278	190000	3990	0	9805	195	0.406935237123916	0.0195	0
Sc0000278	200000	3642	0	9791	209	0.371974262077418	0.0209	0
Sc0000278	210000	3621	0	9968	32	0.363262439807384	0.0032	0
Sc0000278	220000	2114	0	6105	3895	0.346273546273546	0.3895	0
Sc0000278	230000	3173	0	9280	720	0.341918103448276	0.072	0
Sc0000278	240000	2581	0	7858	2142	0.328455077627895	0.2142	0
Sc0000278	250000	3719	0	10000	0	0.3719	0	0
Sc0000278	260000	4711	0	10000	0	0.4711	0	0
Sc0000278	270000	3452	0	10000	0	0.3452	0	0
Sc0000278	280000	3423	0	9999	1	0.342334233423342	0.0001	0
Sc0000278	290000	3177	0	10000	0	0.3177	0	0
Sc0000278	300000	3094	0	10000	0	0.3094	0	0
Sc0000278	310000	3481	0	10000	0	0.3481	0	0
Sc0000278	320000	3041	0	9703	297	0.313408224260538	0.0297	0
Sc0000278	330000	3481	0	10000	0	0.3481	0	0
Sc0000278	340000	2580	0	7164	2836	0.360134003350084	0.2836	0
Sc0000278	350000	3162	0	8608	1392	0.367332713754647	0.1392	0
Sc0000278	360000	3193	0	10000	0	0.3193	0	0
Sc0000278	370000	3399	0	9963	37	0.341162300511894	0.0037	0
Sc0000278	380000	3163	0	8452	1548	0.374230951254141	0.1548	0
Sc0000278	390000	3357	0	9999	1	0.335733573357336	0.0001	0
Sc0000278	400000	3150	0	8744	1256	0.360247026532479	0.1256	0
Sc0000278	410000	3404	0	9999	1	0.34043404340434	0.0001	0
Sc0000278	420000	3049	0	10000	0	0.3049	0	0
Sc0000278	430000	3441	0	9895	105	0.347751389590702	0.0105	0
Sc0000278	440000	1976	0	5559	4441	0.355459615038676	0.4441	0
Sc0000278	450000	3290	0	10000	0	0.329	0	0
Sc0000278	460000	3217	0	9999	1	0.321732173217322	0.0001	0
Sc0000278	470000	3329	0	10000	0	0.3329	0	0
Sc0000278	480000	3510	0	10000	0	0.351	0	0
Sc0000278	490000	3934	0	10000	0	0.3934	0	0
Sc0000278	500000	1795	0	5131	4869	0.349834340284545	0.4869	0
Sc0000278	510000	3340	0	8698	1302	0.383996320993332	0.1302	0
Sc0000278	520000	2768	0	9416	584	0.293967714528462	0.0584	0
Sc0000278	530000	2099	0	6656	3344	0.315354567307692	0.3344	0
Sc0000278	540000	3320	0	9548	452	0.347716799329703	0.0452	0
Sc0000278	550000	4008	0	10000	0	0.4008	0	0
Sc0000278	560000	3564	0	9999	1	0.356435643564356	0.0001	0
Sc0000278	570000	2992	0	7833	2167	0.381973701008554	0.2167	0
Sc0000278	580000	3343	0	10000	0	0.3343	0	0
Sc0000278	590000	3665	0	10000	0	0.3665	0	0
Sc0000278	600000	3231	0	10000	0	0.3231	0	0
Sc0000278	610000	2222	0	6540	3460	0.339755351681957	0.346	0
Sc0000278	620000	3228	0	10000	0	0.3228	0	0
Sc0000278	630000	2700	0	8073	1927	0.334448160535117	0.1927	0
Sc0000278	640000	3381	0	10000	0	0.3381	0	0
Sc0000278	650000	4003	0	10000	0	0.4003	0	0
Sc0000278	660000	3315	0	10000	0	0.3315	0	0
Sc0000278	670000	3257	0	9999	1	0.325732573257326	0.0001	0
Sc0000278	680000	3079	0	10000	0	0.3079	0	0
Sc0000278	690000	3100	0	10000	0	0.31	0	0
Sc0000278	700000	3330	0	9999	1	0.333033303330333	0.0001	0
Sc0000278	710000	3414	0	10000	0	0.3414	0	0
Sc0000278	720000	3210	0	9999	1	0.321032103210321	0.0001	0
Sc0000278	730000	2845	0	10000	0	0.2845	0	0
Sc0000278	740000	2912	0	9342	658	0.311710554485121	0.0658	0
Sc0000278	750000	2954	0	10000	0	0.2954	0	0
Sc0000278	760000	2772	0	8352	1648	0.331896551724138	0.1648	0
Sc0000278	770000	3204	0	9998	2	0.320464092818564	0.0002	0
Sc0000278	780000	3634	0	9988	12	0.36383660392471	0.0012	0
Sc0000278	790000	3260	0	9999	1	0.326032603260326	0.0001	0
Sc0000278	800000	3494	0	10000	0	0.3494	0	0
Sc0000278	810000	3363	0	10000	0	0.3363	0	0
Sc0000278	820000	3187	0	10000	0	0.3187	0	0
Sc0000278	830000	3339	0	9999	1	0.333933393339334	0.0001	0
Sc0000278	840000	3442	0	9999	1	0.344234423442344	0.0001	0
Sc0000278	850000	3342	0	10000	0	0.3342	0	0
Sc0000278	860000	3630	0	10000	0	0.363	0	0
Sc0000278	870000	4575	0	10000	0	0.4575	0	0
Sc0000278	880000	3395	0	10000	0	0.3395	0	0
Sc0000278	890000	2957	0	9879	121	0.299321793703816	0.0121	0
Sc0000278	900000	3416	0	10000	0	0.3416	0	0
Sc0000278	910000	3319	0	10000	0	0.3319	0	0
Sc0000278	920000	3431	0	10000	0	0.3431	0	0
Sc0000278	930000	3212	0	10000	0	0.3212	0	0
Sc0000278	940000	3492	0	9999	1	0.349234923492349	0.0001	0
Sc0000278	950000	4841	0	10000	0	0.4841	0	0
Sc0000278	960000	3653	0	9988	12	0.365738886663997	0.0012	0
Sc0000278	970000	3152	0	10000	0	0.3152	0	0
Sc0000278	980000	3188	0	10000	0	0.3188	0	0
Sc0000279	0	3813	0	10000	0	0.3813	0	0
Sc0000279	10000	2918	0	8038	1962	0.363025628265738	0.1962	0
Sc0000279	20000	3414	0	10000	0	0.3414	0	0
Sc0000279	30000	3556	0	9999	1	0.355635563556356	0.0001	0
Sc0000279	40000	3418	0	10000	0	0.3418	0	0
Sc0000279	50000	3251	0	8090	1910	0.40185414091471	0.191	0
Sc0000279	60000	3757	0	9458	542	0.397229858320998	0.0542	0
Sc0000279	70000	4552	0	10000	0	0.4552	0	0
Sc0000279	80000	3290	0	10000	0	0.329	0	0
Sc0000279	90000	3036	0	9999	1	0.303630363036304	0.0001	0
Sc0000279	100000	3066	0	10000	0	0.3066	0	0
Sc0000279	110000	3476	0	10000	0	0.3476	0	0
Sc0000279	120000	3418	0	10000	0	0.3418	0	0
Sc0000279	130000	4376	0	10000	0	0.4376	0	0
Sc0000279	140000	3653	0	10000	0	0.3653	0	0
Sc0000279	150000	3642	0	10000	0	0.3642	0	0
Sc0000279	160000	2773	0	9163	837	0.302630142966277	0.0837	0
Sc0000279	170000	3778	0	10000	0	0.3778	0	0
Sc0000279	180000	3265	0	9999	1	0.326532653265327	0.0001	0
Sc0000279	190000	3488	0	10000	0	0.3488	0	0
Sc0000279	200000	3724	0	9368	632	0.397523484201537	0.0632	0
Sc0000279	210000	3702	0	10000	0	0.3702	0	0
Sc0000279	220000	3617	0	10000	0	0.3617	0	0
Sc0000279	230000	3842	0	9999	1	0.384238423842384	0.0001	0
Sc0000279	240000	3596	0	10000	0	0.3596	0	0
Sc0000279	250000	3586	0	9998	2	0.358671734346869	0.0002	0
Sc0000279	260000	3428	0	10000	0	0.3428	0	0
Sc0000279	270000	3416	0	10000	0	0.3416	0	0
Sc0000279	280000	3551	0	10000	0	0.3551	0	0
Sc0000279	290000	3917	0	10000	0	0.3917	0	0
Sc0000279	300000	3158	0	9999	1	0.315831583158316	0.0001	0
Sc0000279	310000	3170	0	10000	0	0.317	0	0
Sc0000279	320000	3479	0	10000	0	0.3479	0	0
Sc0000279	330000	2786	0	9460	540	0.294503171247357	0.054	0
Sc0000279	340000	3269	0	9643	357	0.33900238514985	0.0357	0
Sc0000279	350000	3585	0	10000	0	0.3585	0	0
Sc0000279	360000	3790	0	10000	0	0.379	0	0
Sc0000279	370000	3822	0	9999	1	0.382238223822382	0.0001	0
Sc0000279	380000	3047	0	9901	99	0.307746692253308	0.0099	0
Sc0000279	390000	3162	0	10000	0	0.3162	0	0
Sc0000279	400000	3327	0	10000	0	0.3327	0	0
Sc0000279	410000	3012	0	8774	1226	0.343286984271712	0.1226	0
Sc0000279	420000	3393	0	9027	973	0.375872382851446	0.0973	0
Sc0000279	430000	3216	0	10000	0	0.3216	0	0
Sc0000279	440000	3468	0	10000	0	0.3468	0	0
Sc0000279	450000	2987	0	9721	279	0.307272914309227	0.0279	0
Sc0000279	460000	3649	0	9375	625	0.389226666666667	0.0625	0
Sc0000279	470000	3101	0	9356	644	0.331445061992304	0.0644	0
Sc0000279	480000	3184	0	9999	1	0.318431843184318	0.0001	0
Sc0000279	490000	3250	0	10000	0	0.325	0	0
Sc0000279	500000	3473	0	10000	0	0.3473	0	0
Sc0000279	510000	3588	0	9943	57	0.360856884240169	0.0057	0
Sc0000279	520000	3469	0	9999	1	0.346934693469347	0.0001	0
Sc0000279	530000	3181	0	9999	1	0.318131813181318	0.0001	0
Sc0000279	540000	3431	0	10000	0	0.3431	0	0
Sc0000279	550000	3006	0	10000	0	0.3006	0	0
Sc0000279	560000	3394	0	9159	841	0.370564472103942	0.0841	0
Sc0000279	570000	3373	0	10000	0	0.3373	0	0
Sc0000279	580000	3168	0	10000	0	0.3168	0	0
Sc0000279	590000	3323	0	10000	0	0.3323	0	0
Sc0000279	600000	3089	0	10000	0	0.3089	0	0
Sc0000279	610000	3061	0	10000	0	0.3061	0	0
Sc0000279	620000	2769	0	9195	805	0.301141924959217	0.0805	0
Sc0000279	630000	3773	0	9998	2	0.377375475095019	0.0002	0
Sc0000279	640000	4360	0	10000	0	0.436	0	0
Sc0000279	650000	3813	0	10000	0	0.3813	0	0
Sc0000279	660000	3469	0	10000	0	0.3469	0	0
Sc0000279	670000	3373	0	9961	39	0.338620620419637	0.0039	0
Sc0000279	680000	3119	0	10000	0	0.3119	0	0
Sc0000279	690000	3328	0	10000	0	0.3328	0	0
Sc0000279	700000	3984	0	10000	0	0.3984	0	0
Sc0000279	710000	3378	0	10000	0	0.3378	0	0
Sc0000279	720000	3395	0	9999	1	0.33953395339534	0.0001	0
Sc0000279	730000	3248	0	10000	0	0.3248	0	0
Sc0000279	740000	3335	0	10000	0	0.3335	0	0
Sc0000279	750000	3087	0	9590	410	0.321897810218978	0.041	0
Sc0000279	760000	NA	NA	NA	6073	NA	0.6073	NA
Sc0000279	770000	NA	NA	NA	5447	NA	0.5447	NA
Sc0000279	780000	2756	0	7395	2605	0.372684246112238	0.2605	0
Sc0000279	790000	3566	0	10000	0	0.3566	0	0
Sc0000279	800000	3691	0	10000	0	0.3691	0	0
Sc0000279	810000	3469	0	10000	0	0.3469	0	0
Sc0000279	820000	2481	0	8058	1942	0.30789277736411	0.1942	0
Sc0000279	830000	3798	0	10000	0	0.3798	0	0
Sc0000279	840000	3729	0	10000	0	0.3729	0	0
Sc0000279	850000	3542	0	10000	0	0.3542	0	0
Sc0000279	860000	3988	0	10000	0	0.3988	0	0
Sc0000279	870000	4114	0	9999	1	0.411441144114411	0.0001	0
Sc0000279	880000	3416	0	10000	0	0.3416	0	0
Sc0000279	890000	3397	0	10000	0	0.3397	0	0
Sc0000279	900000	3252	0	9343	657	0.348068072353634	0.0657	0
Sc0000279	910000	3793	0	9999	1	0.379337933793379	0.0001	0
Sc0000279	920000	2979	0	9013	987	0.330522578497725	0.0987	0
Sc0000279	930000	3549	0	10000	0	0.3549	0	0
Sc0000279	940000	3310	0	10000	0	0.331	0	0
Sc0000279	950000	3348	0	9394	606	0.356397700659996	0.0606	0
Sc0000279	960000	3366	0	9999	1	0.336633663366337	0.0001	0
Sc0000279	970000	3185	0	10000	0	0.3185	0	0
Sc0000279	980000	3671	0	10000	0	0.3671	0	0
Sc0000280	0	3370	0	10000	0	0.337	0	0
Sc0000280	10000	2777	0	8683	1317	0.319820338592652	0.1317	0
Sc0000280	20000	3328	0	10000	0	0.3328	0	0
Sc0000280	30000	3653	0	9999	1	0.365336533653365	0.0001	0
Sc0000280	40000	4006	0	10000	0	0.4006	0	0
Sc0000280	50000	3942	0	10000	0	0.3942	0	0
Sc0000280	60000	3957	0	10000	0	0.3957	0	0
Sc0000280	70000	3430	0	9999	1	0.343034303430343	0.0001	0
Sc0000280	80000	3409	0	10000	0	0.3409	0	0
Sc0000280	90000	3131	0	9998	2	0.313162632526505	0.0002	0
Sc0000280	100000	3161	0	9987	13	0.316511464904376	0.0013	0
Sc0000280	110000	3976	0	10000	0	0.3976	0	0
Sc0000280	120000	3237	0	9998	2	0.32376475295059	0.0002	0
Sc0000280	130000	3525	0	10000	0	0.3525	0	0
Sc0000280	140000	3383	0	9290	710	0.364155005382131	0.071	0
Sc0000280	150000	3491	0	9556	444	0.365320217664295	0.0444	0
Sc0000280	160000	3478	0	10000	0	0.3478	0	0
Sc0000280	170000	3754	0	9999	1	0.375437543754375	0.0001	0
Sc0000280	180000	3180	0	10000	0	0.318	0	0
Sc0000280	190000	3714	0	10000	0	0.3714	0	0
Sc0000280	200000	2934	0	9769	231	0.300337803255195	0.0231	0
Sc0000280	210000	3100	0	10000	0	0.31	0	0
Sc0000280	220000	3884	0	10000	0	0.3884	0	0
Sc0000280	230000	3657	0	10000	0	0.3657	0	0
Sc0000280	240000	3129	0	10000	0	0.3129	0	0
Sc0000280	250000	3211	0	10000	0	0.3211	0	0
Sc0000280	260000	3221	0	10000	0	0.3221	0	0
Sc0000280	270000	3767	0	10000	0	0.3767	0	0
Sc0000280	280000	4688	0	10000	0	0.4688	0	0
Sc0000280	290000	3391	0	10000	0	0.3391	0	0
Sc0000280	300000	3359	0	10000	0	0.3359	0	0
Sc0000280	310000	3631	0	10000	0	0.3631	0	0
Sc0000280	320000	3823	0	10000	0	0.3823	0	0
Sc0000280	330000	3838	0	10000	0	0.3838	0	0
Sc0000280	340000	4013	0	10000	0	0.4013	0	0
Sc0000280	350000	3863	0	9999	1	0.386338633863386	0.0001	0
Sc0000280	360000	3096	0	10000	0	0.3096	0	0
Sc0000280	370000	3357	0	10000	0	0.3357	0	0
Sc0000280	380000	3546	0	9999	1	0.354635463546355	0.0001	0
Sc0000280	390000	3207	0	9999	1	0.320732073207321	0.0001	0
Sc0000280	400000	3237	0	10000	0	0.3237	0	0
Sc0000280	410000	3373	0	9999	1	0.337333733373337	0.0001	0
Sc0000280	420000	3396	0	9999	1	0.33963396339634	0.0001	0
Sc0000280	430000	3210	0	10000	0	0.321	0	0
Sc0000280	440000	3496	0	10000	0	0.3496	0	0
Sc0000280	450000	3865	0	10000	0	0.3865	0	0
Sc0000280	460000	4744	0	9539	461	0.49732676381172	0.0461	0
Sc0000280	470000	3390	0	9999	1	0.339033903390339	0.0001	0
Sc0000280	480000	3896	0	9750	250	0.399589743589744	0.025	0
Sc0000280	490000	3890	0	10000	0	0.389	0	0
Sc0000280	500000	3783	0	9999	1	0.378337833783378	0.0001	0
Sc0000280	510000	3259	0	7899	2101	0.412583871376124	0.2101	0
Sc0000280	520000	3539	0	10000	0	0.3539	0	0
Sc0000280	530000	1818	0	6120	3880	0.297058823529412	0.388	0
Sc0000280	540000	3855	0	9999	1	0.385538553855386	0.0001	0
Sc0000280	550000	4133	0	10000	0	0.4133	0	0
Sc0000280	560000	4657	0	10000	0	0.4657	0	0
Sc0000280	570000	3315	0	9998	2	0.331566313262653	0.0002	0
Sc0000280	580000	3330	0	9837	163	0.338517840805124	0.0163	0
Sc0000280	590000	3557	0	10000	0	0.3557	0	0
Sc0000280	600000	3258	0	9999	1	0.325832583258326	0.0001	0
Sc0000280	610000	3540	0	10000	0	0.354	0	0
Sc0000280	620000	3435	0	10000	0	0.3435	0	0
Sc0000280	630000	3375	0	10000	0	0.3375	0	0
Sc0000280	640000	3349	0	10000	0	0.3349	0	0
Sc0000280	650000	3212	0	10000	0	0.3212	0	0
Sc0000280	660000	3614	0	10000	0	0.3614	0	0
Sc0000280	670000	3354	0	10000	0	0.3354	0	0
Sc0000280	680000	4806	0	9999	1	0.480648064806481	0.0001	0
Sc0000280	690000	3289	0	7771	2229	0.423240252219792	0.2229	0
Sc0000280	700000	2789	0	7957	2043	0.350508985798668	0.2043	0
Sc0000280	710000	3366	0	9557	443	0.352202574029507	0.0443	0
Sc0000280	720000	3346	0	10000	0	0.3346	0	0
Sc0000280	730000	3663	0	9999	1	0.366336633663366	0.0001	0
Sc0000280	740000	2563	0	8230	1770	0.31142162818955	0.177	0
Sc0000280	750000	1965	0	5715	4285	0.343832020997375	0.4285	0
Sc0000280	760000	3821	0	10000	0	0.3821	0	0
Sc0000280	770000	3371	0	9999	1	0.337133713371337	0.0001	0
Sc0000280	780000	3382	0	10000	0	0.3382	0	0
Sc0000280	790000	3184	0	9999	1	0.318431843184318	0.0001	0
Sc0000280	800000	3251	0	10000	0	0.3251	0	0
Sc0000280	810000	3680	0	9999	1	0.368036803680368	0.0001	0
Sc0000280	820000	3312	0	9170	830	0.361177753544166	0.083	0
Sc0000280	830000	3364	0	10000	0	0.3364	0	0
Sc0000280	840000	3522	0	10000	0	0.3522	0	0
Sc0000280	850000	3036	0	10000	0	0.3036	0	0
Sc0000280	860000	3391	0	10000	0	0.3391	0	0
Sc0000280	870000	3461	0	9999	1	0.346134613461346	0.0001	0
Sc0000280	880000	3016	0	8154	1846	0.369879813588423	0.1846	0
Sc0000280	890000	4241	0	9999	1	0.424142414241424	0.0001	0
Sc0000280	900000	3146	0	9999	1	0.314631463146315	0.0001	0
Sc0000280	910000	3415	0	10000	0	0.3415	0	0
Sc0000280	920000	3677	0	10000	0	0.3677	0	0
Sc0000280	930000	3033	0	8858	1142	0.342402348159855	0.1142	0
Sc0000280	940000	3313	0	10000	0	0.3313	0	0
Sc0000280	950000	2551	0	8007	1993	0.318596228300237	0.1993	0
Sc0000280	960000	3605	0	9902	98	0.364067865077762	0.0098	0
Sc0000280	970000	3222	0	10000	0	0.3222	0	0
Sc0000280	980000	3595	0	10000	0	0.3595	0	0
Sc0000281	0	3707	0	10000	0	0.3707	0	0
Sc0000281	10000	3505	0	10000	0	0.3505	0	0
Sc0000281	20000	4767	0	10000	0	0.4767	0	0
Sc0000281	30000	3571	0	10000	0	0.3571	0	0
Sc0000281	40000	3462	0	9999	1	0.346234623462346	0.0001	0
Sc0000281	50000	3306	0	9907	93	0.3337034420107	0.0093	0
Sc0000281	60000	3115	0	9768	232	0.318898443898444	0.0232	0
Sc0000281	70000	3340	0	10000	0	0.334	0	0
Sc0000281	80000	4142	0	10000	0	0.4142	0	0
Sc0000281	90000	2436	0	8021	1979	0.30370278020197	0.1979	0
Sc0000281	100000	2608	0	8299	1701	0.31425472948548	0.1701	0
Sc0000281	110000	3370	0	10000	0	0.337	0	0
Sc0000281	120000	3447	0	10000	0	0.3447	0	0
Sc0000281	130000	3636	0	10000	0	0.3636	0	0
Sc0000281	140000	3973	0	10000	0	0.3973	0	0
Sc0000281	150000	3758	0	10000	0	0.3758	0	0
Sc0000281	160000	3652	0	10000	0	0.3652	0	0
Sc0000281	170000	2785	0	8165	1835	0.341090018371096	0.1835	0
Sc0000281	180000	4311	0	10000	0	0.4311	0	0
Sc0000281	190000	3403	0	10000	0	0.3403	0	0
Sc0000281	200000	3752	0	10000	0	0.3752	0	0
Sc0000281	210000	4375	0	9999	1	0.437543754375438	0.0001	0
Sc0000281	220000	3472	0	8725	1275	0.397936962750716	0.1275	0
Sc0000281	230000	3260	0	9660	340	0.337474120082816	0.034	0
Sc0000281	240000	3438	0	10000	0	0.3438	0	0
Sc0000281	250000	3119	0	9999	1	0.311931193119312	0.0001	0
Sc0000281	260000	3385	0	8957	1043	0.377916713185218	0.1043	0
Sc0000281	270000	2582	0	8546	1454	0.302129651298853	0.1454	0
Sc0000281	280000	3339	0	8930	1070	0.373908174692049	0.107	0
Sc0000281	290000	3132	0	10000	0	0.3132	0	0
Sc0000281	300000	2845	0	8748	1252	0.325217192501143	0.1252	0
Sc0000281	310000	3379	0	10000	0	0.3379	0	0
Sc0000281	320000	3042	0	8755	1245	0.347458595088521	0.1245	0
Sc0000281	330000	3779	0	10000	0	0.3779	0	0
Sc0000281	340000	3452	0	8694	1306	0.397055440533701	0.1306	0
Sc0000281	350000	3953	0	9998	2	0.395379075815163	0.0002	0
Sc0000281	360000	3498	0	8802	1198	0.397409679618269	0.1198	0
Sc0000281	370000	3715	0	10000	0	0.3715	0	0
Sc0000281	380000	3345	0	9999	1	0.334533453345335	0.0001	0
Sc0000281	390000	3545	0	10000	0	0.3545	0	0
Sc0000281	400000	3537	0	9999	1	0.353735373537354	0.0001	0
Sc0000281	410000	3577	0	10000	0	0.3577	0	0
Sc0000281	420000	3785	0	10000	0	0.3785	0	0
Sc0000281	430000	3478	0	9999	1	0.347834783478348	0.0001	0
Sc0000281	440000	3880	0	9998	2	0.388077615523105	0.0002	0
Sc0000281	450000	3582	0	10000	0	0.3582	0	0
Sc0000281	460000	3338	0	10000	0	0.3338	0	0
Sc0000281	470000	3451	0	9999	1	0.345134513451345	0.0001	0
Sc0000281	480000	3259	0	9999	1	0.325932593259326	0.0001	0
Sc0000281	490000	3407	0	10000	0	0.3407	0	0
Sc0000281	500000	3376	0	10000	0	0.3376	0	0
Sc0000281	510000	3193	0	10000	0	0.3193	0	0
Sc0000281	520000	3338	0	10000	0	0.3338	0	0
Sc0000281	530000	3024	0	10000	0	0.3024	0	0
Sc0000281	540000	3197	0	10000	0	0.3197	0	0
Sc0000281	550000	3392	0	10000	0	0.3392	0	0
Sc0000281	560000	3535	0	10000	0	0.3535	0	0
Sc0000281	570000	5089	0	10000	0	0.5089	0	0
Sc0000281	580000	3886	0	10000	0	0.3886	0	0
Sc0000281	590000	3688	0	10000	0	0.3688	0	0
Sc0000281	600000	3481	0	9645	355	0.360912389839295	0.0355	0
Sc0000281	610000	3484	0	10000	0	0.3484	0	0
Sc0000281	620000	3474	0	10000	0	0.3474	0	0
Sc0000281	630000	3341	0	9517	483	0.351056005043606	0.0483	0
Sc0000281	640000	3918	0	10000	0	0.3918	0	0
Sc0000281	650000	4284	0	10000	0	0.4284	0	0
Sc0000281	660000	4288	0	10000	0	0.4288	0	0
Sc0000281	670000	3602	0	10000	0	0.3602	0	0
Sc0000281	680000	3690	0	10000	0	0.369	0	0
Sc0000281	690000	3721	0	10000	0	0.3721	0	0
Sc0000281	700000	3191	0	9999	1	0.319131913191319	0.0001	0
Sc0000281	710000	3412	0	10000	0	0.3412	0	0
Sc0000281	720000	2803	0	9999	1	0.28032803280328	0.0001	0
Sc0000281	730000	4143	0	10000	0	0.4143	0	0
Sc0000281	740000	3961	0	10000	0	0.3961	0	0
Sc0000281	750000	3719	0	10000	0	0.3719	0	0
Sc0000281	760000	3370	0	10000	0	0.337	0	0
Sc0000281	770000	3440	0	9999	1	0.344034403440344	0.0001	0
Sc0000281	780000	3539	0	10000	0	0.3539	0	0
Sc0000281	790000	3102	0	10000	0	0.3102	0	0
